Model,Model Index,Displacement,Cylinders,Gears,Transmission,MPG,Aspiration,Lockup Torque Converter,Drive,Max Ethanol,Recommended Fuel,Intake Valves Per Cyl,Exhaust Valves Per Cyl,Fuel injection
Mercedes-Benz Metris (Passenger Van),410,2,4,7,Automatic,21,Turbocharged/Supercharged,Y,"2-Wheel Drive, Rear",10,Premium Unleaded Required,2,2,Direct ignition
NISSAN NV200 Cargo Van,681,2,4,1,CVT,25,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
NISSAN NV200 NYC Taxi,11,2,4,1,CVT,24,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
RAM Promaster City,403,2.4,4,9,Automatic,24,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Lincoln MKT LIVERY AWD,52,3.7,6,6,Automatic,18,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Chevrolet C15 SILVERADO 2WD CAB CHASSIS,573,5.3,8,6,Automatic,17,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,1,1,Direct ignition
Chevrolet COLORADO CAB CHASSIS 2WD,635,3.6,6,8,Automatic,15,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,2,2,Direct ignition
Chevrolet K15 SILVERADO 4WD CAB CHASSIS,581,5.3,8,6,Automatic,17,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,1,1,Direct ignition
GMC C15 SIERRA 2WD CAB CHASSIS,577,5.3,8,6,Automatic,17,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,1,1,Direct ignition
GMC CANYON CAB CHASSIS 2WD,637,3.6,6,8,Automatic,15,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,2,2,Direct ignition
GMC K15 SIERRA 4WD CAB CHASSIS,585,5.3,8,6,Automatic,17,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,1,1,Direct ignition
Chrysler Pacifica,524,3.6,6,9,Automatic,22,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Chrysler Pacifica,525,3.6,6,9,Automatic,22,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Dodge Grand Caravan,538,3.6,6,6,Automatic,20,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Dodge Grand Caravan,35,3.6,6,6,Automatic,20,Naturally Aspirated,Y,"2-Wheel Drive, Front",85,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Honda ODYSSEY FWD,2,3.5,6,10,Automatic,22,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Direct ignition
Honda ODYSSEY FWD,1,3.5,6,9,Automatic,22,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Direct ignition
KIA MOTORS CORPORATION Sedona,23,3.3,6,6,Automatic,20,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
KIA MOTORS CORPORATION Sedona SX,24,3.3,6,6,Automatic,21,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
KIA MOTORS CORPORATION Sedona SXL,25,3.3,6,6,Automatic,19,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
TOYOTA SIENNA,59,3.5,6,8,Automatic,22,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
TOYOTA SIENNA AWD,60,3.5,6,8,Automatic,20,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
Acura MDX FWD,36,3.5,6,9,Automatic,22,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Premium Unleaded Recommended,2,2,Direct ignition
Acura MDX FWD,35,3.5,6,9,Automatic,23,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Premium Unleaded Recommended,2,2,Direct ignition
Acura RDX FWD,8,3.5,6,6,Automatic,23,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Premium Unleaded Recommended,2,2,Multipoint/sequential ignition
Buick ENCORE,487,1.4,4,6,Automatic,30,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Direct ignition
Buick ENCORE,181,1.4,4,6,Automatic,28,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Buick ENVISION FWD,37,2.5,4,6,Automatic,25,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Direct ignition
Cadillac XT5,672,3.6,6,8,Automatic,22,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Direct ignition
Chevrolet EQUINOX FWD,6,1.5,4,6,Automatic,28,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Direct ignition
Chevrolet EQUINOX FWD,120,2,4,9,Automatic,25,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",10,Premium Unleaded Required,2,2,Direct ignition
Chevrolet TRAX,184,1.4,4,6,Automatic,28,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Dodge Journey,33,2.4,4,4,Automatic,21,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Dodge Journey,34,3.6,6,6,Automatic,19,Naturally Aspirated,Y,"2-Wheel Drive, Front",85,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
FIAT 500X,412,1.4,4,6,Manual,28,Turbocharged/Supercharged,N,"2-Wheel Drive, Front",10,Premium Unleaded Recommended,2,2,Multipoint/sequential ignition
FIAT 500X,411,2.4,4,9,Automatic,25,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Ford ECOSPORT FWD,194,1,3,6,Automatic,28,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
Ford EDGE FWD,321,2,4,6,Automatic,24,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
Ford EDGE FWD,79,2,4,6,Automatic,24,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
Ford EDGE FWD,81,3.5,6,6,Automatic,20,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Ford ESCAPE FWD,95,1.5,4,6,Automatic,26,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
Ford ESCAPE FWD,96,2,4,6,Automatic,24,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
Ford ESCAPE FWD,98,2.5,4,6,Automatic,24,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Ford ESCAPE FWD FFV,97,2.5,4,6,Automatic,24,Naturally Aspirated,Y,"2-Wheel Drive, Front",85,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
GMC TERRAIN FWD,200,1.5,4,9,Automatic,28,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Direct ignition
GMC TERRAIN FWD,121,2,4,9,Automatic,24,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",10,Premium Unleaded Required,2,2,Direct ignition
Honda CR-V FWD,29,1.5,4,1,CVT,30,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Direct ignition
Honda CR-V FWD,27,2.4,4,1,CVT,28,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Direct ignition
Honda PILOT FWD,54,3.5,6,6,Automatic,22,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Direct ignition
Honda PILOT FWD,53,3.5,6,9,Automatic,23,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Direct ignition
HYUNDAI MOTOR COMPANY Santa Fe FWD,30,3.3,6,6,Automatic,21,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
HYUNDAI MOTOR COMPANY Santa Fe Sport FWD,9,2,4,6,Automatic,23,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
HYUNDAI MOTOR COMPANY Santa Fe Sport FWD,7,2.4,4,6,Automatic,24,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
HYUNDAI MOTOR COMPANY Santa Fe Sport ULTIMATE FWD,11,2,4,6,Automatic,23,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
HYUNDAI MOTOR COMPANY Santa Fe Ultimate FWD,32,3.3,6,6,Automatic,20,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
HYUNDAI MOTOR COMPANY Tucson FWD,41,1.6,4,7,Manual,27,Turbocharged/Supercharged,N,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
HYUNDAI MOTOR COMPANY Tucson FWD,43,2,4,6,Automatic,26,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
HYUNDAI MOTOR COMPANY Tucson FWD,46,2.4,4,6,Automatic,24,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
INFINITI QX60 FWD,93,3.5,6,7,CVT,22,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Premium Unleaded Recommended,2,2,Direct ignition
Jeep Cherokee FWD,1,2.4,4,9,Automatic,25,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Jeep Cherokee FWD,2,2.4,4,9,Automatic,25,Naturally Aspirated,Y,"2-Wheel Drive, Front",85,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Jeep Cherokee FWD,3,3.2,6,9,Automatic,24,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Jeep Compass 4X2,31,2.4,4,6,Automatic,25,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Jeep Compass 4X2,32,2.4,4,6,Manual,26,Naturally Aspirated,N,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Jeep Renegade 4x2,409,1.4,4,6,Manual,26,Turbocharged/Supercharged,N,"2-Wheel Drive, Front",10,Premium Unleaded Recommended,2,2,Multipoint/sequential ignition
Jeep Renegade 4x2,408,2.4,4,9,Automatic,25,Naturally Aspirated,Y,"2-Wheel Drive, Front",85,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
KIA MOTORS CORPORATION Sorento FWD,7,2,4,6,Automatic,23,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
KIA MOTORS CORPORATION Sorento FWD,5,2.4,4,6,Automatic,24,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
KIA MOTORS CORPORATION Sorento FWD,3,3.3,6,6,Automatic,20,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
KIA MOTORS CORPORATION Sportage FE FWD,13,2.4,4,6,Automatic,26,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
KIA MOTORS CORPORATION Sportage FWD,15,2,4,6,Automatic,23,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
KIA MOTORS CORPORATION Sportage FWD,11,2.4,4,6,Automatic,25,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
LEXUS NX 300,61,2,4,6,Automatic,25,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",15,Premium Unleaded Required,2,2,Direct ignition
Lincoln MKC  FWD,99,2,4,6,Automatic,23,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
Lincoln MKX FWD,82,2.7,6,6,Automatic,20,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
Lincoln MKX FWD,83,3.7,6,6,Automatic,20,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
MAZDA CX-5 2WD,15,2.5,4,6,Automatic,28,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Direct ignition
MAZDA CX-9 2WD,11,2.5,4,6,Automatic,24,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Direct ignition
Mercedes-Benz GLA 250,506,2,4,7,Manual,27,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",10,Premium Unleaded Required,2,2,Direct ignition
Mercedes-Benz GLC 300,111,2,4,9,Automatic,24,Turbocharged/Supercharged,Y,"2-Wheel Drive, Rear",10,Premium Unleaded Required,2,2,Direct ignition
Mitsubishi Motors Corporation OUTLANDER 2WD,211,2.4,4,6,CVT,27,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Mitsubishi Motors Corporation OUTLANDER SPORT 2WD,222,2,4,6,CVT,27,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Mitsubishi Motors Corporation OUTLANDER SPORT 2WD,221,2,4,5,Manual,25,Naturally Aspirated,N,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Mitsubishi Motors Corporation OUTLANDER SPORT 2WD,225,2.4,4,6,CVT,25,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
NISSAN PATHFINDER 2WD,591,3.5,6,1,CVT,23,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
NISSAN ROGUE FWD,81,2.5,4,1,CVT,29,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
NISSAN ROGUE FWD Hybrid,782,2,4,7,CVT,34,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Direct ignition
TOYOTA HIGHLANDER,116,2.7,4,6,Automatic,22,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
TOYOTA HIGHLANDER,126,3.5,6,8,Automatic,23,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
TOYOTA HIGHLANDER LE/XLE/SE/LTD,125,3.5,6,8,Automatic,23,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
TOYOTA RAV4,97,2.5,4,6,Automatic,25,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
TOYOTA RAV4 LE/XLE,100,2.5,4,6,Automatic,26,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Volkswagen Atlas,56,2,4,8,Automatic,24,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
Volkswagen Atlas,11,3.6,6,8,Automatic,20,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
Volkswagen Tiguan,29,2,4,8,Automatic,24,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
Volkswagen Tiguan Limited,81,2,4,6,Automatic,23,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",15,Premium Unleaded Recommended,2,2,Direct ignition
Acura MDX AWD,37,3.5,6,9,Automatic,22,Naturally Aspirated,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,Direct ignition
Acura MDX AWD,38,3.5,6,9,Automatic,21,Naturally Aspirated,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,Direct ignition
Acura RDX AWD,9,3.5,6,6,Automatic,22,Naturally Aspirated,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,Multipoint/sequential ignition
ALFA ROMEO Stelvio AWD,500,2,4,8,Automatic,24,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,Direct ignition
Audi Q5,17,2,4,7,Automatic,25,Turbocharged/Supercharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,Direct ignition
Audi SQ5,14,3,6,8,Manual,21,Turbocharged/Supercharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,Direct ignition
BMW X3 M40i,372,3,6,8,Automatic,23,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,Direct ignition
BMW X3 xDrive30i,370,2,4,8,Automatic,25,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,Direct ignition
BMW X4 M40i,473,3,6,8,Automatic,21,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,Direct ignition
BMW X4 xDrive28i,470,2,4,8,Automatic,23,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,Direct ignition
Buick ENCORE AWD,607,1.4,4,6,Automatic,27,Turbocharged/Supercharged,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Buick ENCORE AWD,606,1.4,4,6,Automatic,28,Turbocharged/Supercharged,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
Buick ENVISION AWD,527,2,4,6,Automatic,22,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Buick ENVISION AWD,590,2.5,4,6,Automatic,24,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
Cadillac XT5 AWD,633,3.6,6,8,Automatic,21,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
Chevrolet EQUINOX AWD,503,1.5,4,6,Automatic,26,Turbocharged/Supercharged,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
Chevrolet EQUINOX AWD,538,2,4,9,Automatic,24,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Chevrolet TRAX AWD,608,1.4,4,6,Automatic,27,Turbocharged/Supercharged,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Dodge Journey AWD,529,3.6,6,6,Automatic,19,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
FIAT 500X AWD,545,2.4,4,9,Automatic,24,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Ford ECOSPORT AWD,195,2,4,6,Automatic,25,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
Ford EDGE AWD,74,2,4,6,Automatic,23,Turbocharged/Supercharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
Ford EDGE AWD,76,2.7,6,6,Automatic,20,Turbocharged/Supercharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
Ford EDGE AWD,75,3.5,6,6,Automatic,19,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Ford ESCAPE AWD,93,1.5,4,6,Automatic,24,Turbocharged/Supercharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
Ford ESCAPE AWD,94,2,4,6,Automatic,23,Turbocharged/Supercharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
GMC TERRAIN AWD,628,1.5,4,9,Automatic,26,Turbocharged/Supercharged,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
GMC TERRAIN AWD,539,2,4,9,Automatic,23,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Honda CR-V AWD,30,1.5,4,1,CVT,29,Turbocharged/Supercharged,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
Honda CR-V AWD,28,2.4,4,1,CVT,27,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
Honda PILOT AWD,56,3.5,6,6,Automatic,21,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
Honda PILOT AWD,55,3.5,6,9,Automatic,22,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
HYUNDAI MOTOR COMPANY Santa Fe AWD,31,3.3,6,6,Automatic,20,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
HYUNDAI MOTOR COMPANY Santa Fe Sport AWD,10,2,4,6,Automatic,22,Turbocharged/Supercharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
HYUNDAI MOTOR COMPANY Santa Fe Sport AWD,8,2.4,4,6,Automatic,22,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
HYUNDAI MOTOR COMPANY Santa Fe Sport ULTIMATE AWD,12,2,4,6,Automatic,21,Turbocharged/Supercharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
HYUNDAI MOTOR COMPANY Santa Fe Ultimate AWD,33,3.3,6,6,Automatic,19,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
HYUNDAI MOTOR COMPANY Tucson AWD,40,1.6,4,7,Manual,25,Turbocharged/Supercharged,N,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
HYUNDAI MOTOR COMPANY Tucson AWD,42,2,4,6,Automatic,23,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
HYUNDAI MOTOR COMPANY Tucson AWD,45,2.4,4,6,Automatic,22,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
INFINITI QX60 AWD,94,3.5,6,7,CVT,22,Naturally Aspirated,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,Direct ignition
Jaguar F-Pace,768,2,4,8,Automatic,24,Turbocharged/Supercharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,Direct ignition
Jaguar F-Pace,761,3,6,8,Automatic,20,Turbocharged/Supercharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,Direct ignition
Jaguar F-Pace (296 Hp),769,2,4,8,Automatic,24,Turbocharged/Supercharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,Direct ignition
Jaguar Jaguar E-Pace,540,2,4,9,Automatic,24,Turbocharged/Supercharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,Direct ignition
Jaguar Jaguar E-Pace (296 Hp),541,2,4,9,Automatic,23,Turbocharged/Supercharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,Direct ignition
Jeep Cherokee 4X4,516,2.4,4,9,Automatic,23,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Jeep Cherokee 4X4,517,2.4,4,9,Automatic,23,Naturally Aspirated,Y,All Wheel Drive,85,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Jeep Cherokee 4X4,518,3.2,6,9,Automatic,23,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Jeep Cherokee 4x4 Active Drive II,519,2.4,4,9,Automatic,23,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Jeep Cherokee 4x4 Active Drive II,520,3.2,6,9,Automatic,21,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Jeep Cherokee Trailhawk 4X4,521,2.4,4,9,Automatic,22,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Jeep Cherokee Trailhawk 4X4,522,3.2,6,9,Automatic,21,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Jeep Compass 4X4,527,2.4,4,9,Automatic,25,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Jeep Compass 4X4,528,2.4,4,6,Manual,25,Naturally Aspirated,N,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Jeep New Wrangler Unlimited 4X4,548,3.6,6,8,Automatic,20,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Jeep New Wrangler Unlimited 4X4,550,3.6,6,6,Manual,19,Naturally Aspirated,N,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Jeep Renegade 4x4,541,1.4,4,6,Manual,26,Turbocharged/Supercharged,N,All Wheel Drive,10,Premium Unleaded Recommended,2,2,Multipoint/sequential ignition
Jeep Renegade 4x4,540,2.4,4,9,Automatic,24,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Jeep Wrangler 4X4,512,3.6,6,5,Automatic,18,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Jeep Wrangler 4X4,513,3.6,6,6,Manual,18,Naturally Aspirated,N,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Jeep Wrangler Unlimited 4X4,514,3.6,6,5,Automatic,18,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Jeep Wrangler Unlimited 4X4,515,3.6,6,6,Manual,18,Naturally Aspirated,N,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
KIA MOTORS CORPORATION Sorento AWD,6,2,4,6,Automatic,22,Turbocharged/Supercharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
