case_identifier,turnout16_2016,RIGGED_SYSTEM_1_2016,RIGGED_SYSTEM_2_2016,RIGGED_SYSTEM_3_2016,RIGGED_SYSTEM_4_2016,RIGGED_SYSTEM_5_2016,RIGGED_SYSTEM_6_2016,track_2016,persfinretro_2016,econtrend_2016,Americatrend_2016,futuretrend_2016,wealth_2016,values_culture_2016,US_respect_2016,trustgovt_2016,trust_people_2016,helpful_people_2016,fair_people_2016,imiss_a_2016,imiss_b_2016,imiss_c_2016,imiss_d_2016,imiss_e_2016,imiss_f_2016,imiss_g_2016,imiss_h_2016,imiss_i_2016,imiss_j_2016,imiss_k_2016,imiss_l_2016,imiss_m_2016,imiss_n_2016,imiss_o_2016,imiss_p_2016,imiss_q_2016,imiss_r_2016,imiss_s_2016,imiss_t_2016,imiss_u_2016,imiss_x_2016,imiss_y_2016
34251551,Voted,1,3,1,1,1,1,2,3,3,3,3,2,3,3,3,1,2,1,1,1,1,3,3,1,4,2,2,1,2,3,1,2,1,2,2,1,1,4,2,3,3
34255976,Voted,3,3,1,2,3,2,2,2,2,1,3,2,2,3,3,1,2,8,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1
34289237,Voted,2,4,1,2,2,1,2,3,3,3,3,2,1,3,3,1,1,2,2,1,1,1,3,3,2,1,1,1,1,1,1,1,1,3,1,3,1,2,4,1,1
34310411,Voted,2,2,2,2,3,2,2,2,2,3,3,2,3,3,3,1,2,1,1,1,2,1,1,2,4,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2
34320101,Voted,4,2,3,1,2,1,2,3,3,3,4,1,1,3,3,2,1,1,1,1,1,3,1,1,4,3,2,1,3,4,1,3,1,1,3,1,2,2,1,4,4
34326140,Voted,3,2,2,3,3,1,1,2,1,1,2,2,2,3,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1
34327439,Voted,2,3,1,4,1,1,2,3,3,3,3,2,3,3,3,8,1,8,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,3,1,2,3,2,2
34364165,Voted,2,3,1,1,2,1,2,2,3,3,3,2,1,3,3,1,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,2,1,2,3,1,3,3
34369343,Voted,3,1,4,2,3,2,2,2,2,2,2,1,3,2,3,8,1,1,2,1,2,2,1,1,4,2,3,1,3,4,1,2,2,2,2,1,2,1,2,4,3
34370591,Voted,4,4,1,2,2,1,3,3,4,3,4,2,8,8,3,2,1,8,2,1,3,1,3,2,2,1,1,1,2,1,1,2,1,2,1,2,2,2,2,1,1
34371644,Voted,4,3,2,4,3,2,2,1,1,1,3,2,3,3,3,2,1,2,2,1,2,1,3,1,3,1,1,1,2,1,1,1,1,1,1,2,1,3,2,2,2
34372982,Voted,3,2,4,1,3,1,3,3,1,3,1,8,3,3,3,1,1,2,1,1,1,2,2,1,3,1,3,2,1,3,1,2,1,1,2,1,1,2,1,3,4
34423985,Voted,3,2,4,1,3,2,2,3,1,1,4,1,3,3,3,2,1,2,2,1,2,4,1,1,4,1,4,1,3,4,1,1,1,1,3,2,1,4,1,4,4
34430270,Did not vote,2,2,1,2,2,2,2,2,2,3,3,2,2,3,3,1,2,1,1,1,1,1,3,2,3,2,1,1,3,1,1,1,1,2,1,1,2,3,3,3,3
34444724,Voted,3,3,2,1,2,1,2,1,4,3,4,1,3,3,3,2,1,2,2,1,1,4,1,2,2,1,3,2,2,4,1,4,1,4,2,3,3,2,3,3,1
34444958,Did not vote,1,3,1,2,1,1,2,2,2,1,1,2,3,3,3,2,2,1,2,2,2,2,3,2,3,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2
34569830,Voted,3,2,2,1,3,2,1,2,2,2,2,2,1,2,3,2,1,2,2,1,2,1,3,2,2,2,2,2,1,1,2,1,1,1,2,1,2,1,1,2,2
34589342,Voted,3,3,1,3,3,1,2,2,2,1,3,2,3,3,3,2,1,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,1,2,1,1,3,1,1
34589555,Voted,2,1,4,2,2,3,3,2,2,2,1,1,3,3,3,8,8,8,4,2,3,3,4,2,4,4,4,1,4,3,1,3,2,1,4,1,3,4,2,4,4
34591292,Voted,3,1,2,1,1,2,2,2,3,3,3,1,3,3,3,1,2,1,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4
34593173,Voted,1,2,2,1,1,1,2,3,3,3,4,1,3,3,3,1,2,2,1,1,1,2,1,1,3,1,3,1,1,2,1,1,1,1,1,1,1,2,1,3,1
34618010,Voted,3,4,1,2,2,1,1,1,1,1,1,2,1,2,3,2,1,2,1,2,2,1,1,3,1,1,1,1,1,1,2,1,2,2,1,2,1,1,3,1,1
34618679,Voted,3,2,1,1,2,1,2,3,3,3,2,8,3,3,3,1,1,2,2,1,1,3,2,1,4,2,4,2,3,4,3,1,1,2,4,2,3,4,1,4,4
34627157,Voted,2,1,3,1,3,2,2,2,2,3,3,1,3,3,3,1,8,8,2,1,1,4,2,1,3,2,3,1,3,4,3,3,1,1,2,1,3,3,1,3,4
34642445,Voted,3,2,3,2,2,2,2,2,2,3,4,1,3,8,3,8,2,8,1,1,2,2,1,2,2,2,4,1,3,2,3,2,1,1,2,1,3,1,1,3,4
34646270,Voted,4,3,2,2,4,3,3,1,1,1,2,2,1,2,3,2,1,2,3,2,2,1,2,3,1,2,2,2,2,1,2,2,2,2,2,3,2,2,4,2,2
34647611,Voted,3,3,1,2,2,1,2,2,3,1,3,2,1,3,3,2,1,2,2,2,3,1,2,2,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,1,1
34648796,Voted,3,2,2,3,3,2,1,1,1,1,3,1,2,3,3,2,1,2,1,1,2,2,2,1,2,2,3,1,1,2,2,1,1,1,2,1,2,4,1,3,1
34733699,Voted,3,2,1,3,3,1,3,2,2,1,4,2,2,3,3,2,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1
34738568,Voted,4,2,2,4,3,3,1,2,2,1,4,8,3,8,3,2,1,2,2,2,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,3,1,1
34755932,Voted,4,3,2,1,4,3,2,2,1,3,4,2,3,3,3,8,2,8,1,1,1,1,1,1,2,1,1,1,4,2,1,2,1,1,2,1,1,1,1,4,4
34759127,Voted,4,3,1,3,3,3,2,1,2,1,1,2,1,1,3,2,1,2,4,1,2,1,2,4,1,1,2,1,1,1,1,1,2,4,1,3,1,1,4,1,1
34768718,Voted,3,3,1,2,3,3,1,2,1,1,2,2,1,2,3,8,1,2,2,2,3,1,3,2,1,1,1,1,1,1,1,1,1,3,1,2,1,1,2,1,1
34769537,Voted,2,4,1,3,1,2,2,2,2,3,3,2,2,2,3,2,1,2,3,1,2,1,4,2,2,1,1,1,1,1,1,1,1,2,1,2,1,3,2,2,1
34769867,Voted,3,2,1,3,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,3,2,1,3,1,1,1,1,2,1,2,1,2,1,4,2,1,2
34773284,Voted,3,2,2,1,2,1,2,2,3,3,4,1,1,3,3,1,1,1,1,1,1,2,2,1,3,2,3,1,2,3,1,2,1,1,1,2,1,3,1,3,3
34779641,Voted,1,3,1,1,2,1,2,3,3,3,3,2,3,3,3,1,2,1,1,1,4,1,1,1,4,1,1,4,4,1,1,4,1,1,2,1,1,4,1,2,4
34784369,Voted,4,2,2,3,3,2,2,2,2,3,4,2,2,3,2,1,1,8,1,1,2,1,1,1,2,2,3,1,1,1,2,2,1,1,2,1,1,3,2,1,1
34791773,Voted,2,2,3,1,3,2,2,2,2,3,3,1,3,3,3,1,2,1,1,1,1,2,1,1,4,2,2,1,2,3,2,2,1,1,1,1,2,4,1,3,4
34792130,Voted,3,3,1,3,2,2,2,3,2,3,3,2,3,3,3,8,1,2,2,1,2,1,1,1,2,1,2,1,2,1,1,1,2,2,1,2,1,1,2,1,2
34827824,Voted,3,3,1,3,1,1,1,2,1,3,4,2,1,1,3,2,1,2,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3,1,1
34829900,Voted,4,4,1,2,2,2,3,1,1,2,2,2,1,8,3,1,1,1,2,1,2,1,4,2,1,1,2,1,1,1,1,1,1,4,1,3,1,1,4,1,1
34841237,Voted,3,2,3,1,3,3,2,2,4,2,3,1,3,3,3,1,2,1,1,1,1,3,2,1,3,4,4,2,2,4,2,1,2,1,2,2,2,4,1,2,4
34846070,Voted,2,2,2,2,3,1,2,3,2,1,4,8,3,3,3,2,1,2,1,1,1,3,1,1,3,1,3,1,1,3,1,1,1,1,2,1,2,3,1,2,3
34849913,Voted,3,3,1,2,2,1,2,2,3,1,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
34850291,Voted,4,2,3,1,3,2,2,2,3,3,3,1,3,3,3,2,1,2,1,1,1,3,1,1,3,1,3,1,1,4,2,1,1,1,1,1,2,1,1,3,2
34850507,Voted,3,3,1,3,2,1,2,2,2,3,4,2,8,3,3,8,8,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,2,3,1,1
34854245,Voted,2,3,1,3,3,2,1,1,1,1,2,2,1,3,3,2,1,2,1,1,2,1,3,2,1,1,2,1,1,1,1,1,1,2,1,1,1,3,2,1,1
34869224,Voted,3,4,1,3,3,1,1,3,1,3,3,2,2,3,3,8,8,1,2,1,3,1,3,3,2,1,3,1,1,1,1,1,1,3,2,2,1,1,2,1,1
34872815,Voted,3,3,1,4,2,1,3,1,1,3,3,2,2,2,2,2,1,2,3,1,2,2,2,2,2,2,2,1,1,1,1,2,1,3,1,2,1,2,4,1,1
34873910,Voted,3,1,2,1,2,1,2,2,2,3,3,2,3,3,3,2,8,8,1,1,1,4,1,1,2,3,2,1,4,4,1,2,1,1,3,1,1,4,1,4,4
34878503,Voted,3,3,1,1,1,1,2,3,2,2,3,2,3,3,3,2,1,2,2,1,2,1,2,3,2,1,2,1,1,1,2,1,1,3,2,3,1,1,3,1,2
34881128,Voted,4,1,2,2,4,3,2,2,2,3,1,1,3,3,3,2,1,2,1,1,2,3,1,1,3,1,2,1,2,4,1,2,1,2,1,2,1,2,1,2,1
34881320,Voted,2,3,1,2,2,1,2,2,3,1,4,2,8,3,3,1,2,1,2,1,2,2,2,2,3,1,3,1,1,2,1,1,1,2,1,1,3,3,2,1,4
34894634,Voted,3,2,3,4,2,4,2,2,2,1,1,1,3,3,3,1,1,1,2,1,2,2,2,1,2,2,3,2,1,2,2,2,3,1,3,2,1,4,1,2,2
34902812,Voted,3,2,1,4,3,2,3,2,2,3,3,2,1,3,3,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
34905833,Voted,3,2,2,3,3,2,1,2,1,1,2,8,3,8,3,2,1,2,2,2,2,2,2,1,2,1,2,1,1,2,1,1,2,2,2,2,1,4,3,1,1
34908395,Voted,2,3,1,2,2,1,3,2,4,2,4,2,8,8,3,1,2,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,2,2,1,2,1,1,2,1,1
34926884,Voted,3,2,3,1,3,3,2,2,2,3,3,2,2,3,3,1,2,1,1,1,3,3,2,1,4,1,1,1,3,3,1,2,1,1,1,2,1,2,1,1,4
34926887,Voted,3,4,1,3,2,2,2,1,2,3,3,2,1,3,3,1,1,2,3,2,2,1,4,3,1,1,1,1,1,1,1,1,2,3,1,2,1,1,3,1,1
34934411,Voted,4,4,1,3,2,1,2,3,4,4,3,2,8,3,3,2,1,2,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,3,2,2,2,2,3,1,1
34937006,Voted,3,3,1,3,2,2,2,2,3,1,1,2,2,3,3,2,1,2,3,1,2,1,3,2,1,1,1,1,2,1,1,1,2,3,1,2,1,3,3,1,1
34938773,Voted,2,2,2,1,2,1,2,3,2,2,2,1,3,3,3,2,1,2,1,1,1,3,2,1,4,1,3,1,1,3,1,1,1,1,2,1,1,1,1,3,3
34940402,Voted,4,3,2,2,2,2,2,2,1,4,2,2,1,3,3,1,1,8,1,2,1,1,3,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,3,1,2
34943474,Voted,3,4,1,2,3,3,1,2,2,1,4,2,1,3,3,2,1,2,2,1,2,2,2,3,2,1,1,1,2,2,2,1,2,2,1,3,1,1,3,1,1
34944056,Voted,3,2,2,2,3,2,3,2,3,2,2,2,3,3,3,1,2,1,1,2,2,2,2,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,2,1,2
34950506,Voted,3,2,3,1,2,1,2,3,3,3,3,1,3,3,3,1,1,1,2,1,2,4,1,2,4,2,3,2,1,4,4,4,3,1,2,1,3,2,1,3,4
34952081,Voted,2,1,3,1,3,1,2,2,2,3,3,1,3,3,3,8,2,1,1,1,1,2,1,1,2,2,3,3,2,3,2,1,1,1,3,1,2,3,1,3,3
34955078,Voted,2,2,1,3,1,1,2,3,2,3,2,2,3,3,3,1,2,1,3,2,2,2,4,3,2,2,2,1,1,3,3,1,1,2,3,2,3,4,2,3,3
34965122,Voted,3,3,1,1,2,1,1,3,3,3,3,2,8,3,3,1,2,1,2,1,1,3,1,2,4,1,2,1,3,3,1,1,1,1,2,1,3,3,1,4,3
34970000,Voted,3,4,1,2,2,1,2,2,3,3,3,2,1,3,3,1,2,1,4,2,3,1,1,4,2,1,1,1,1,1,4,1,2,3,2,4,3,2,4,1,1
34974617,Voted,2,1,3,1,3,1,2,2,2,3,4,1,3,3,3,1,2,1,2,1,1,2,1,2,4,2,3,2,1,4,2,2,1,1,3,1,2,1,1,3,4
34978772,Voted,4,3,2,4,4,2,1,2,1,1,1,2,1,2,3,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,3,1,1
34985519,Voted,4,1,4,1,3,1,2,3,3,1,3,1,3,3,3,1,2,1,1,2,1,2,1,1,4,2,4,1,1,3,1,2,2,1,4,1,2,3,1,4,4
34986740,Voted,3,2,1,1,2,1,2,3,3,3,3,8,3,3,3,1,2,1,1,1,1,2,2,1,3,1,3,1,1,2,1,1,1,1,2,1,1,3,1,2,2
34993793,Voted,3,2,1,3,3,1,2,2,1,2,2,2,3,3,3,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,2,1,1
35002505,Voted,3,2,3,1,3,2,2,2,2,3,3,1,3,3,3,1,2,1,1,1,3,4,1,1,4,1,2,1,3,4,1,2,1,1,1,1,1,3,1,2,4
35004683,Voted,4,4,1,4,3,2,2,1,1,1,1,2,1,3,2,2,1,2,2,2,1,1,4,3,1,1,2,1,2,1,1,1,1,4,1,3,1,4,4,1,1
35006933,Voted,3,1,3,1,2,1,2,3,2,3,3,1,3,3,3,2,1,2,1,1,1,3,2,1,3,2,2,1,1,4,1,1,1,2,2,1,1,1,1,1,2
35012111,Voted,3,2,3,1,3,1,2,3,1,3,1,1,1,3,3,2,1,2,2,1,2,4,2,1,4,2,3,2,3,4,2,3,1,1,2,1,3,2,1,4,4
35037080,Voted,1,1,1,1,4,2,2,1,3,3,3,1,3,3,3,1,2,1,1,1,1,2,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2
35039048,Voted,3,3,3,1,3,3,1,1,2,3,4,8,3,3,3,1,2,1,1,2,1,2,1,1,3,1,2,1,3,3,1,2,3,2,2,2,1,1,1,1,1
35052497,Did not vote,3,2,3,1,2,2,2,2,4,3,4,1,3,8,3,1,2,1,1,1,1,4,1,1,4,1,2,1,3,4,2,2,2,1,2,1,2,4,2,2,2
35064143,Voted,3,2,3,2,3,2,2,3,4,3,3,1,2,3,3,2,1,2,1,1,2,3,1,1,3,3,3,2,3,3,1,1,1,1,3,1,1,2,1,2,3
35071676,Voted,3,2,1,3,2,1,1,2,1,3,3,2,8,2,3,8,1,1,1,1,3,1,3,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1
35075282,Voted,3,4,1,3,1,1,3,2,2,3,3,2,3,3,3,1,8,1,2,2,3,1,2,2,3,1,3,1,1,2,1,2,2,3,2,1,1,4,3,2,1
35081351,Voted,4,1,4,1,4,1,2,1,2,1,1,1,3,3,3,1,1,2,1,1,1,4,1,1,4,2,4,1,4,4,3,3,1,1,1,1,4,1,1,4,4
35085050,Voted,3,4,1,4,1,4,2,1,1,1,4,2,1,3,3,2,1,2,3,1,3,1,4,2,1,1,1,1,1,1,1,1,1,4,1,3,1,1,4,1,1
35087636,Voted,3,3,2,3,2,2,1,1,1,1,1,1,2,2,3,2,1,2,2,1,3,2,2,1,1,1,2,1,2,3,1,1,2,3,2,2,1,2,3,2,2
35088755,Voted,1,4,1,1,2,3,2,3,3,3,4,2,3,3,3,1,2,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,2,2
35096867,Voted,3,2,1,3,3,2,1,2,1,1,1,2,2,2,3,2,1,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,2,2,2,1,1,2,3,2,2
35097362,Voted,2,4,1,1,3,1,2,2,1,3,3,2,3,3,3,1,1,8,2,2,2,1,1,2,1,1,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1
35102597,Voted,3,2,3,1,3,1,1,2,1,2,1,1,3,3,3,8,2,1,1,1,1,1,2,1,4,1,2,1,2,3,2,2,1,1,3,1,1,3,1,3,2
35104334,Voted,3,2,2,3,3,2,1,2,2,2,4,2,3,3,2,1,1,1,1,1,1,2,2,1,3,1,2,1,2,2,1,2,1,1,1,1,1,2,1,2,2
35109884,Voted,4,3,1,3,2,2,2,2,1,1,1,2,1,3,3,2,1,2,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,3,1,2,2,2,3,1,1
35116889,Voted,4,1,3,1,3,2,1,2,1,1,1,1,3,3,3,2,1,2,1,1,3,3,2,1,3,1,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2
35122343,Voted,3,1,1,1,4,1,2,3,3,1,4,1,3,3,3,2,1,2,1,1,1,2,1,1,1,2,1,1,2,4,1,1,1,1,1,1,1,1,2,1,1
35138759,Voted,2,3,1,2,2,2,3,3,1,1,4,2,3,2,3,2,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,2
35143655,Voted,4,3,2,3,3,2,3,2,1,3,3,2,3,3,3,1,2,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,2
35148494,Voted,3,2,2,3,3,2,1,2,2,1,3,2,2,3,3,2,1,2,2,1,3,2,2,2,2,2,4,1,3,2,1,1,1,3,2,2,2,2,2,1,2
35152622,Voted,2,2,3,2,2,2,2,3,2,2,2,1,3,3,3,2,1,2,3,1,3,3,2,3,3,3,3,3,3,3,3,3,2,1,3,1,3,3,1,2,2
35152700,Voted,3,4,1,3,3,2,2,1,1,3,3,2,2,2,3,2,1,2,3,1,3,1,4,2,1,1,1,1,1,1,1,1,1,4,1,3,1,4,4,1,1
35154734,Voted,3,4,1,1,2,1,2,1,2,3,3,2,3,3,3,1,2,1,2,1,4,1,4,2,1,2,1,1,1,1,1,2,2,2,1,2,1,1,2,1,1
35156006,Voted,2,2,1,4,1,1,2,3,2,1,3,2,3,2,3,2,8,2,2,1,2,1,2,1,2,2,3,1,1,2,2,2,1,2,2,2,2,2,2,3,2
35167010,Voted,2,1,3,1,4,1,2,3,3,3,3,1,3,3,3,1,2,1,2,1,1,3,2,1,4,1,3,2,3,4,2,1,1,1,2,1,2,3,2,4,4
35167853,Voted,3,2,2,2,2,2,2,3,2,2,2,1,3,3,3,1,2,1,1,1,1,2,2,1,3,1,1,1,3,2,2,2,1,1,2,1,2,3,1,2,3
35179595,Voted,2,3,1,3,1,1,2,2,1,2,3,2,2,3,3,2,2,2,2,1,2,1,3,2,2,1,3,1,2,2,1,2,1,3,2,3,1,3,4,2,3
35188880,Voted,3,2,1,3,2,1,1,2,1,1,1,2,2,2,3,2,2,8,1,1,1,2,3,1,3,1,3,1,1,2,1,1,1,1,2,2,1,3,2,2,2
35190443,Voted,4,2,2,1,3,1,2,2,2,3,4,2,3,3,3,1,1,2,1,1,1,1,1,1,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,2
35196938,Voted,4,3,1,3,2,1,3,2,1,1,3,2,2,1,3,8,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,3,1,2,1,4,3,1,1
35204483,Voted,4,4,1,4,3,2,1,1,1,1,3,2,2,3,2,2,1,2,3,1,2,1,3,2,3,1,2,1,1,1,1,2,2,2,1,2,2,4,2,2,2
35208224,Voted,3,2,2,3,3,3,2,2,1,1,1,1,1,2,3,1,1,2,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,2,3
35209586,Voted,1,3,1,2,1,1,2,2,2,1,3,2,1,3,3,1,2,1,1,1,3,1,2,3,1,1,1,1,1,2,1,2,1,2,2,2,2,1,3,2,1
35217332,Voted,1,4,1,1,2,2,2,1,2,2,4,2,2,1,3,1,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,3,1,2,1,3,2,1,1
35217431,Voted,4,3,2,3,2,2,1,3,2,1,1,2,3,1,3,8,2,1,2,1,3,2,1,2,2,1,2,1,2,2,1,2,1,1,1,2,2,2,2,2,2
35219120,Voted,3,2,3,2,3,3,1,2,1,1,1,1,3,3,2,2,1,2,1,2,1,2,2,1,3,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,1
35232977,Voted,3,4,1,1,2,1,2,2,1,1,2,2,1,3,3,2,1,2,2,1,2,1,3,3,1,2,1,1,1,1,1,1,1,3,1,2,1,4,3,2,2
35234972,Voted,3,4,1,3,2,1,2,2,1,1,3,2,1,3,3,1,2,1,2,1,3,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1
35236535,Voted,3,3,1,1,2,2,1,2,1,1,3,2,3,3,3,2,1,2,3,2,2,1,4,3,1,1,1,1,1,1,1,1,2,4,1,2,2,1,4,1,1
35239703,Voted,3,3,1,3,2,2,2,3,2,3,2,2,1,2,3,1,2,1,1,1,2,1,3,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1
35241545,Voted,3,4,1,3,3,1,2,2,2,1,4,2,1,3,3,1,2,1,3,1,2,1,4,2,1,2,1,1,1,2,2,1,2,4,1,2,2,2,3,2,1
35242034,Voted,3,3,1,4,1,2,2,2,2,3,3,2,3,2,3,2,2,1,2,1,2,2,2,2,4,1,2,1,1,2,1,1,1,3,1,1,1,4,3,3,3
35242847,Voted,4,4,1,4,4,4,1,2,1,1,1,2,1,1,3,2,1,1,3,2,1,1,4,4,1,1,1,1,1,1,1,1,2,4,1,1,1,4,4,1,1
35243291,Voted,3,3,2,3,3,2,2,2,1,1,4,8,1,3,2,1,1,2,1,2,2,2,1,1,3,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,1
35249525,Voted,2,2,2,1,1,2,2,3,3,3,4,1,3,3,3,1,2,1,1,1,1,2,1,1,3,1,4,1,1,3,1,1,1,1,2,1,1,1,1,2,4
35259071,Voted,4,3,2,3,3,4,2,1,2,1,3,2,2,3,2,2,1,2,3,2,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,4,3,2,2
35263865,Voted,3,3,2,4,3,2,1,2,1,1,3,2,3,2,3,2,1,2,3,2,2,1,2,3,1,1,2,1,1,1,2,1,1,4,2,3,2,4,3,1,1
35264291,Voted,4,3,1,3,4,3,2,1,1,2,2,2,1,3,3,2,1,2,3,2,2,1,2,2,1,1,1,1,2,1,2,2,2,4,1,3,2,3,3,1,1
35264306,Voted,3,3,1,3,2,2,1,2,1,1,3,2,1,8,3,1,2,8,2,1,2,1,4,2,1,1,1,1,1,1,1,1,1,3,1,3,1,1,3,1,1
35264318,Voted,3,2,2,4,2,2,1,2,2,2,2,2,8,2,3,1,2,1,2,1,2,2,3,2,2,1,2,1,1,1,1,2,2,1,2,1,1,3,2,2,3
35266643,Voted,3,4,1,1,2,2,2,2,1,3,3,2,1,3,3,1,2,1,2,2,3,1,3,2,1,1,1,1,1,1,1,1,1,2,1,3,1,2,3,1,1
35267135,Voted,3,2,1,3,1,1,2,3,1,3,3,2,2,3,3,2,1,2,2,2,1,1,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2
35274293,Voted,4,4,1,4,4,4,2,3,1,3,3,2,2,2,3,1,1,1,3,1,3,1,4,3,1,1,1,1,2,1,1,1,1,3,1,3,1,3,4,1,1
35274821,Voted,3,1,3,1,2,3,2,3,3,3,2,1,3,3,3,1,1,2,1,1,1,2,1,1,4,1,2,1,2,4,1,1,1,1,1,2,1,1,1,3,4
35277731,Voted,2,2,3,2,2,2,2,2,2,1,4,8,3,3,3,1,2,1,1,1,1,3,1,1,4,1,3,1,1,3,2,1,1,1,2,1,3,1,1,2,3
35281238,Voted,3,2,3,2,3,2,2,2,3,1,3,1,1,3,3,1,2,2,1,1,1,3,1,1,3,2,2,1,1,3,1,2,1,1,1,2,1,1,1,3,2
35281505,Voted,3,1,2,2,1,2,2,2,2,3,2,2,3,3,3,2,1,2,1,1,1,2,1,1,3,1,2,2,2,3,1,1,1,1,2,1,1,3,1,2,2
35284856,Voted,3,2,1,4,3,1,1,1,1,1,4,2,2,1,3,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1
35286497,Voted,4,4,1,4,4,1,2,2,1,3,1,2,2,3,2,2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,1,1
35295647,Voted,2,4,1,3,4,2,2,2,1,1,3,2,1,3,3,2,1,2,3,2,3,1,1,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,3,1,1
35319539,Voted,3,2,3,1,3,2,2,2,2,1,4,1,3,3,3,2,1,2,2,1,2,4,1,1,3,2,3,2,3,4,2,2,1,1,2,1,2,1,1,4,4
35321165,Voted,3,2,3,1,3,1,1,3,1,2,1,1,2,3,3,8,1,2,1,1,1,3,1,1,4,2,2,2,2,4,1,2,1,1,2,1,1,2,1,2,4
35328560,Voted,1,3,1,1,1,1,2,2,2,2,3,2,2,3,3,1,2,1,1,1,4,1,4,2,1,1,2,1,1,1,1,1,1,3,1,2,1,3,3,3,2
35328884,Voted,3,1,3,1,2,2,2,3,3,3,4,1,3,3,3,1,1,8,1,1,1,1,1,1,3,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1
35330321,Voted,4,3,1,4,3,4,1,2,1,2,4,2,2,2,2,2,1,2,3,2,2,1,2,2,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,2
35334404,Voted,3,2,3,1,3,2,1,2,1,3,4,1,3,3,3,8,8,8,2,1,1,2,1,1,3,2,3,1,2,3,1,1,1,2,3,2,2,2,1,2,3
35337053,Voted,3,2,3,2,3,2,2,2,3,3,2,1,3,3,3,2,1,2,1,1,1,3,1,1,4,1,4,2,2,4,3,2,1,1,3,1,3,1,1,4,4
35344352,Voted,3,2,1,3,3,2,1,2,1,4,4,2,8,8,2,2,1,2,2,1,1,1,2,2,1,1,2,1,2,1,2,1,2,3,1,2,2,2,2,1,1
35345324,Voted,2,1,1,4,3,3,1,2,2,1,1,2,1,1,2,2,1,2,3,2,4,1,4,3,3,1,4,1,1,1,1,1,2,4,2,3,1,4,4,4,4
35345459,Voted,2,2,2,2,2,2,2,2,2,4,4,1,3,3,3,1,8,8,1,1,1,1,1,1,3,1,2,1,2,4,2,1,1,1,1,2,2,2,1,1,3
